# darshan log version: 3.10
# compression method: ZLIB
# exe: /global/cscratch1/sd/asim/ssurf/s16/./iomi3d.Linux.64.CC.ftn.OPTHIGH.MPI.ex.sim.d.col.4 -i inputs.r888.555
# uid: 8850
# jobid: 5792842
# start_time: 1499707955
# start_time_asci: Mon Jul 10 10:32:35 2017
# end_time: 1499707981
# end_time_asci: Mon Jul 10 10:33:01 2017
# nprocs: 128
# run time: 27
# metadata: lib_ver = 3.1.4
# metadata: h = romio_no_indep_rw=true;cb_nodes=4

# log file regions
# -------------------------------------------------------
# header: 360 bytes (uncompressed)
# job data: 498 bytes (compressed)
# record table: 278 bytes (compressed)
# POSIX module: 12674 bytes (compressed), ver=3
# MPI-IO module: 14794 bytes (compressed), ver=2
# LUSTRE module: 22188 bytes (compressed), ver=1
# STDIO module: 9473 bytes (compressed), ver=1
# DXT_POSIX module: 79846 bytes (compressed), ver=1
# DXT_MPIIO module: 12606 bytes (compressed), ver=1

# mounted file systems (mount point and fs type)
# -------------------------------------------------------
# mount entry:	/var/opt/cray/imps-distribution/squash/mounts/global	squashfs
# mount entry:	/var/opt/cray/imps-distribution/squash/mounts/p0	squashfs
# mount entry:	/var/opt/cray/imps-distribution/source	autofs
# mount entry:	/opt/modulefiles/cray-python	dvs
# mount entry:	/var/opt/cray/alps/spool	devtmpfs
# mount entry:	/opt/modulefiles/cray-R	dvs
# mount entry:	/sys/kernel/config	configfs
# mount entry:	/var/opt/cray/imps	dvs
# mount entry:	/.rootfs_lower_ro	dvs
# mount entry:	/global/cscratch1	lustre
# mount entry:	/global/projecta	dvs
# mount entry:	/global/projectb	dvs
# mount entry:	/etc/opt/cray/pe	dvs
# mount entry:	/usr/sbin/ibstat	overlayfs
# mount entry:	/new_root/lower	dvs
# mount entry:	/var/spool/cron	overlayfs
# mount entry:	/global/project	dvs
# mount entry:	/sys/fs/pstore	pstore
# mount entry:	/global/syscom	dvs
# mount entry:	/global/common	dvs
# mount entry:	/global/seqfs	dvs
# mount entry:	/opt/admin-pe	dvs
# mount entry:	/etc/dat.conf	overlayfs
# mount entry:	/opt/cray/pe	dvs
# mount entry:	/dev/mqueue	mqueue
# mount entry:	/global/dna	dvs
# mount entry:	/opt/python	dvs
# mount entry:	/opt/chapel	dvs
# mount entry:	/cray_home	dvs
# mount entry:	/global/u1	dvs
# mount entry:	/global/u2	dvs
# mount entry:	/opt/intel	autofs
# mount entry:	/opt/intel	dvs
# mount entry:	/opt/java	dvs
# mount entry:	/opt/gcc	dvs
# mount entry:	/nersc	dvs
# mount entry:	/opt/R	dvs
# mount entry:	/dev	devtmpfs
# mount entry:	/	rootfs
# mount entry:	/	overlayfs

# ***************************************************
# DXT_POSIX module data
# ***************************************************

# DXT, file_id: 3488565796830679193, file_name: /global/cscratch1/sd/asim/ssurf/s16/sim_phi00.hdf5
# DXT, rank: 0, hostname: nid00608
# DXT, write_count: 154, read_count: 0
# DXT, mnt_pt: /global/cscratch1, fs_type: lustre
# DXT, Lustre stripe_size: 16777216, Lustre stripe_count: 48
# DXT, Lustre OST obdidx: 204 230 66 132 52 146 214 86 200 176 24 16 6 224 76 90 198 190 112 114 58 78 102 74 32 68 36 48 208 30 194 238 182 126 96 28 142 188 34 44 22 164 54 140 92 110 20 156
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)  [OST]
 X_POSIX       3  write       77     62209916928     16777216     15.9921     16.0123  [  6]
 X_POSIX       3  write       78     63015223296     16777216     16.0799     16.1122  [  6]
 X_POSIX       3  write       79     63820529664     16777216     16.1669     16.1885  [  6]
 X_POSIX       3  write       80     64625836032     16777216     16.2631     16.3049  [  6]
 X_POSIX       3  write       81     65431142400     16777216     16.3313     16.3569  [  6]
 X_POSIX       3  write       82     66236448768     16777216     16.3964     16.4198  [  6]
 X_POSIX       3  write       83     67041755136     16777216     16.4969     16.5228  [  6]
 X_POSIX       3  write       84     67847061504     16777216     16.5733     16.5953  [  6]
 X_POSIX       3  write       85     68652367872     16777216     16.7128     16.7428  [  6]
 X_POSIX       3  write       86     69457674240     16777216     16.7600     16.7862  [  6]
 X_POSIX       3  write       87     70262980608     16777216     16.8672     16.8899  [  6]
 X_POSIX       3  write       88     71068286976     16777216     16.9644     17.0040  [  6]
 X_POSIX       3  write       89     71873593344     16777216     17.0392     17.0767  [  6]
 X_POSIX       3  write       90     72678899712     16777216     17.1361     17.1661  [  6]
 X_POSIX       3  write       91     73484206080     16777216     17.2199     17.2487  [  6]
 X_POSIX       3  write       92     74289512448     16777216     17.2742     17.3165  [  6]
 X_POSIX       3  write       93     75094818816     16777216     17.3903     17.4113  [  6]
 X_POSIX       3  write       94     75900125184     16777216     17.4736     17.5065  [  6]
 X_POSIX       3  write       95     76705431552     16777216     17.5462     17.5821  [  6]
 X_POSIX       3  write       96     77510737920     16777216     17.6294     17.6693  [  6]
 X_POSIX       3  write       97     78316044288     16777216     17.6865     17.7126  [  6]
 X_POSIX       3  write       98     79121350656     16777216     17.7876     17.8122  [  6]
 X_POSIX       3  write       99     79926657024     16777216     17.9111     17.9527  [  6]
 X_POSIX       3  write      100     80731963392     16777216     18.0013     18.0364  [  6]
 X_POSIX       3  write      101     81537269760     16777216     18.0604     18.0926  [  6]
 X_POSIX       3  write      102     82342576128     16777216     18.1166     18.1425  [  6]
 X_POSIX       3  write      103     83147882496     16777216     18.1727     18.1957  [  6]
 X_POSIX       3  write      104     83953188864     16777216     18.3456     18.3660  [  6]
 X_POSIX       3  write      105     84758495232     16777216     18.7780     18.7986  [  6]
 X_POSIX       3  write      106     85563801600     16777216     18.8212     18.8414  [  6]
 X_POSIX       3  write      107     86369107968     16777216     18.9200     19.1451  [  6]
 X_POSIX       3  write      108     87174414336     16777216     19.1494     19.2950  [  6]
 X_POSIX       3  write      109     87979720704     16777216     19.3086     19.3906  [  6]
 X_POSIX       3  write      110     88785027072     16777216     19.4018     19.4460  [  6]
 X_POSIX       3  write      111     89590333440     16777216     19.4522     19.5277  [  6]
 X_POSIX       3  write      112     90395639808     16777216     19.5691     19.5989  [  6]
 X_POSIX       3  write      113     91200946176     16777216     19.6419     19.6626  [  6]
 X_POSIX       3  write      114     92006252544     16777216     19.6740     19.7157  [  6]
 X_POSIX       3  write      115     92811558912     16777216     19.7517     19.7725  [  6]
 X_POSIX       3  write      116     93616865280     16777216     19.8883     19.9132  [  6]
 X_POSIX       3  write      117     94422171648     16777216     19.9310     19.9792  [  6]
 X_POSIX       3  write      118     95227478016     16777216     20.0424     20.0841  [  6]
 X_POSIX       3  write      119     96032784384     16777216     20.1184     20.1626  [  6]
 X_POSIX       3  write      120     96838090752     16777216     20.3052     20.3307  [  6]
 X_POSIX       3  write      121     97643397120     16777216     20.3682     20.4167  [  6]
 X_POSIX       3  write      122     98448703488     16777216     20.4790     20.5248  [  6]
 X_POSIX       3  write      123     99254009856     16777216     20.6071     20.6698  [  6]
 X_POSIX       3  write      124    100059316224     16777216     20.6777     20.7021  [  6]
 X_POSIX       3  write      125    100864622592     16777216     20.8000     20.8394  [  6]
 X_POSIX       3  write      126    101669928960     16777216     21.0918     21.1447  [  6]
 X_POSIX       3  write      127    102475235328     16777216     21.1599     21.1972  [  6]
 X_POSIX       3  write      128    103280541696     16777216     21.2442     21.2714  [  6]
 X_POSIX       3  write      129    104085848064     16777216     21.3620     21.3891  [  6]
 X_POSIX       3  write      130    104891154432     16777216     21.5158     21.5501  [  6]
 X_POSIX       3  write      131    105696460800     16777216     21.6509     21.6751  [  6]
 X_POSIX       3  write      132    106501767168     16777216     22.0436     22.0632  [  6]
 X_POSIX       3  write      133    107307073536     16777216     22.0791     22.1098  [  6]
 X_POSIX       3  write      134    108112379904     16777216     22.1775     22.2244  [  6]
 X_POSIX       3  write      135    108917686272     16777216     22.2851     22.3054  [  6]
 X_POSIX       3  write      136    109722992640     16777216     22.3990     22.4318  [  6]
 X_POSIX       3  write      137    110528299008     16777216     22.5073     22.5619  [  6]
 X_POSIX       3  write      138    111333605376     16777216     22.6009     22.6349  [  6]
 X_POSIX       3  write      139    112138911744     16777216     22.6968     22.7151  [  6]
 X_POSIX       3  write      140    112944218112     16777216     22.7665     22.8011  [  6]
 X_POSIX       3  write      141    113749524480     16777216     22.9324     22.9761  [  6]
 X_POSIX       3  write      142    114554830848     16777216     23.0261     23.0808  [  6]
 X_POSIX       3  write      143             680          120     23.6726     23.7309  [204]

# DXT, file_id: 3488565796830679193, file_name: /global/cscratch1/sd/asim/ssurf/s16/sim_phi00.hdf5
# DXT, rank: 4, hostname: nid00608
# DXT, write_count: 145, read_count: 0
# DXT, mnt_pt: /global/cscratch1, fs_type: lustre
# DXT, Lustre stripe_size: 16777216, Lustre stripe_count: 48
# DXT, Lustre OST obdidx: 204 230 66 132 52 146 214 86 200 176 24 16 6 224 76 90 198 190 112 114 58 78 102 74 32 68 36 48 208 30 194 238 182 126 96 28 142 188 34 44 22 164 54 140 92 110 20 156
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)  [OST]
 X_POSIX       4  write        0       268435456     16777216      7.6723      7.7267  [198]
 X_POSIX       4  write        1      1073741824     16777216      7.7732      7.7938  [198]
 X_POSIX       4  write        2      1879048192      7584224      7.8197      7.8301  [198]
 X_POSIX       4  write        3      1887178568      8646840      8.1423      8.1736  [198]
 X_POSIX       4  write        4      2684354560     16777216      8.2413      8.2958  [198]
 X_POSIX       4  write        5      3489660928     16777216      8.3457      8.3883  [198]
 X_POSIX       4  write        6      4294967296     16777216      8.4243      8.4725  [198]
 X_POSIX       4  write        7      5100273664     16777216      8.4942      8.5319  [198]
 X_POSIX       4  write        8      5905580032     16777216      8.6341      8.6750  [198]
 X_POSIX       4  write        9      6710886400     16777216      8.6891      8.7199  [198]
 X_POSIX       4  write       10      7516192768     16777216      8.7952      8.8518  [198]
 X_POSIX       4  write       11      8321499136     16777216      8.8848      8.9037  [198]
 X_POSIX       4  write       12      9126805504     16777216      9.9409      9.9957  [198]
 X_POSIX       4  write       13      9932111872     16777216     10.0404     10.0673  [198]
 X_POSIX       4  write       14     10737418240     16777216     10.1337     10.1769  [198]
 X_POSIX       4  write       15     11542724608     16777216     10.2249     10.2649  [198]
 X_POSIX       4  write       16     12348030976     16777216     10.3220     10.3522  [198]
 X_POSIX       4  write       17     13153337344     16777216     10.4134     10.4365  [198]
 X_POSIX       4  write       18     13958643712     16777216     10.4609     10.5016  [198]
 X_POSIX       4  write       19     14763950080     16777216     10.5510     10.6005  [198]
 X_POSIX       4  write       20     15569256448     16777216     10.6683     10.7063  [198]
 X_POSIX       4  write       21     16374562816     16777216     10.7690     10.7953  [198]
 X_POSIX       4  write       22     17179869184     16777216     10.8378     10.8624  [198]
 X_POSIX       4  write       23     17985175552     16777216     10.9152     10.9395  [198]
 X_POSIX       4  write       24     18790481920     16777216     11.0205     11.0546  [198]
 X_POSIX       4  write       25     19595788288     16777216     11.0800     11.1008  [198]
 X_POSIX       4  write       26     20401094656     16777216     11.1952     11.2154  [198]
 X_POSIX       4  write       27     21206401024     16777216     11.2794     11.3047  [198]
 X_POSIX       4  write       28     22011707392     16777216     11.3409     11.3633  [198]
 X_POSIX       4  write       29     22817013760     16777216     11.4687     11.5066  [198]
 X_POSIX       4  write       30     23622320128     16777216     11.5477     11.5790  [198]
 X_POSIX       4  write       31     24427626496     16777216     11.6390     11.6793  [198]
 X_POSIX       4  write       32     25232932864     16777216     11.7483     11.8129  [198]
 X_POSIX       4  write       33     26038239232     16777216     11.8427     11.8810  [198]
 X_POSIX       4  write       34     26843545600     16777216     11.9433     11.9670  [198]
 X_POSIX       4  write       35     27648851968     16777216     11.9994     12.0354  [198]
 X_POSIX       4  write       36     28454158336     16777216     12.1099     12.1647  [198]
 X_POSIX       4  write       37     29259464704     16777216     12.2133     12.2636  [198]
 X_POSIX       4  write       38     30064771072     16777216     12.3091     12.3434  [198]
 X_POSIX       4  write       39     30870077440     16777216     12.3546     12.3887  [198]
 X_POSIX       4  write       40     31675383808     16777216     12.4520     12.4919  [198]
 X_POSIX       4  write       41     32480690176     16777216     12.5144     12.5349  [198]
 X_POSIX       4  write       42     33285996544     16777216     12.7049     12.7289  [198]
 X_POSIX       4  write       43     34091302912     16777216     12.7459     12.7727  [198]
 X_POSIX       4  write       44     34896609280     16777216     12.9851     13.0083  [198]
 X_POSIX       4  write       45     35701915648     16777216     13.0150     13.0383  [198]
 X_POSIX       4  write       46     36507222016     16777216     13.1110     13.1393  [198]
 X_POSIX       4  write       47     37312528384     16777216     13.1456     13.1653  [198]
 X_POSIX       4  write       48     38117834752     16777216     13.2564     13.2929  [198]
 X_POSIX       4  write       49     38923141120     16777216     13.3929     13.4245  [198]
 X_POSIX       4  write       50     39728447488     16777216     13.4533     13.4728  [198]
 X_POSIX       4  write       51     40533753856     16777216     13.5781     13.6016  [198]
 X_POSIX       4  write       52     41339060224     16777216     13.6357     13.6782  [198]
 X_POSIX       4  write       53     42144366592     16777216     13.7472     13.7894  [198]
 X_POSIX       4  write       54     42949672960     16777216     13.8332     13.8572  [198]
 X_POSIX       4  write       55     43754979328     16777216     13.9073     13.9445  [198]
 X_POSIX       4  write       56     44560285696     16777216     13.9865     14.0172  [198]
 X_POSIX       4  write       57     45365592064     16777216     14.0984     14.1288  [198]
 X_POSIX       4  write       58     46170898432     16777216     14.1621     14.1994  [198]
 X_POSIX       4  write       59     46976204800     16777216     14.2430     14.2912  [198]
 X_POSIX       4  write       60     47781511168     16777216     14.3429     14.3658  [198]
 X_POSIX       4  write       61     48586817536     16777216     14.3792     14.4014  [198]
 X_POSIX       4  write       62     49392123904     16777216     14.5119     14.5384  [198]
 X_POSIX       4  write       63     50197430272     16777216     14.5850     14.6073  [198]
 X_POSIX       4  write       64     51002736640     16777216     14.6767     14.7096  [198]
 X_POSIX       4  write       65     51808043008     16777216     14.7226     14.7620  [198]
 X_POSIX       4  write       66     52613349376     16777216     14.8283     14.8653  [198]
 X_POSIX       4  write       67     53418655744     16777216     14.9148     14.9373  [198]
 X_POSIX       4  write       68     54223962112     16777216     14.9602     14.9879  [198]
 X_POSIX       4  write       69     55029268480     16777216     15.0726     15.1041  [198]
 X_POSIX       4  write       70     55834574848     16777216     15.1931     15.2177  [198]
 X_POSIX       4  write       71     56639881216     16777216     15.2693     15.3093  [198]
 X_POSIX       4  write       72     57445187584     16777216     15.3520     15.3766  [198]
 X_POSIX       4  write       73     58250493952     16777216     15.5419     15.5632  [198]
 X_POSIX       4  write       74     59055800320     16777216     15.6402     15.6811  [198]
 X_POSIX       4  write       75     59861106688     16777216     15.7638     15.7867  [198]
 X_POSIX       4  write       76     60666413056     16777216     15.8136     15.8468  [198]
 X_POSIX       4  write       77     61471719424     16777216     15.8651     15.8959  [198]
 X_POSIX       4  write       78     62277025792     16777216     15.9678     15.9922  [198]
 X_POSIX       4  write       79     63082332160     16777216     16.0480     16.0769  [198]
 X_POSIX       4  write       80     63887638528     16777216     16.1041     16.1371  [198]
 X_POSIX       4  write       81     64692944896     16777216     16.2019     16.2295  [198]
 X_POSIX       4  write       82     65498251264     16777216     16.2524     16.2861  [198]
 X_POSIX       4  write       83     66303557632     16777216     16.3857     16.4102  [198]
 X_POSIX       4  write       84     67108864000     16777216     16.4547     16.4817  [198]
 X_POSIX       4  write       85     67914170368     16777216     16.5695     16.5924  [198]
 X_POSIX       4  write       86     68719476736     16777216     16.7237     16.7555  [198]
 X_POSIX       4  write       87     69524783104     16777216     16.8213     16.8475  [198]
 X_POSIX       4  write       88     70330089472     16777216     16.8986     16.9217  [198]
 X_POSIX       4  write       89     71135395840     16777216     16.9539     16.9922  [198]
 X_POSIX       4  write       90     71940702208     16777216     16.9983     17.0241  [198]
 X_POSIX       4  write       91     72746008576     16777216     17.0863     17.1073  [198]
 X_POSIX       4  write       92     73551314944     16777216     17.1255     17.1505  [198]
 X_POSIX       4  write       93     74356621312     16777216     17.2221     17.2561  [198]
 X_POSIX       4  write       94     75161927680     16777216     17.3405     17.3667  [198]
 X_POSIX       4  write       95     75967234048     16777216     17.4351     17.4593  [198]
 X_POSIX       4  write       96     76772540416     16777216     17.5309     17.5712  [198]
 X_POSIX       4  write       97     77577846784     16777216     17.6430     17.6790  [198]
 X_POSIX       4  write       98     78383153152     16777216     17.7012     17.7283  [198]
 X_POSIX       4  write       99     79188459520     16777216     17.8355     17.8655  [198]
 X_POSIX       4  write      100     79993765888     16777216     17.8880     17.9179  [198]
 X_POSIX       4  write      101     80799072256     16777216     17.9429     17.9668  [198]
 X_POSIX       4  write      102     81604378624     16777216     18.0737     18.1050  [198]
 X_POSIX       4  write      103     82409684992     16777216     18.1715     18.1950  [198]
 X_POSIX       4  write      104     83214991360     16777216     18.3241     18.3451  [198]
 X_POSIX       4  write      105     84020297728     16777216     18.4060     18.4233  [198]
 X_POSIX       4  write      106     84825604096     16777216     18.7159     18.7346  [198]
 X_POSIX       4  write      107     85630910464     16777216     18.8486     18.8659  [198]
 X_POSIX       4  write      108     86436216832     16777216     18.8734     18.9037  [198]
 X_POSIX       4  write      109     87241523200     16777216     19.0184     19.0422  [198]
 X_POSIX       4  write      110     88046829568     16777216     19.1813     19.2137  [198]
 X_POSIX       4  write      111     88852135936     16777216     19.2406     19.2684  [198]
 X_POSIX       4  write      112     89657442304     16777216     19.3499     19.3903  [198]
 X_POSIX       4  write      113     90462748672     16777216     19.4751     19.5176  [198]
 X_POSIX       4  write      114     91268055040     16777216     19.5525     19.5776  [198]
 X_POSIX       4  write      115     92073361408     16777216     19.6085     19.6350  [198]
 X_POSIX       4  write      116     92878667776     16777216     19.7681     19.8006  [198]
 X_POSIX       4  write      117     93683974144     16777216     19.8178     19.8391  [198]
 X_POSIX       4  write      118     94489280512     16777216     19.9386     20.1182  [198]
 X_POSIX       4  write      119     95294586880     16777216     20.1322     20.2612  [198]
 X_POSIX       4  write      120     96099893248     16777216     20.2650     20.3383  [198]
 X_POSIX       4  write      121     96905199616     16777216     20.3444     20.4216  [198]
 X_POSIX       4  write      122     97710505984     16777216     20.4613     20.4857  [198]
 X_POSIX       4  write      123     98515812352     16777216     20.4983     20.5464  [198]
 X_POSIX       4  write      124     99321118720     16777216     20.6022     20.6639  [198]
 X_POSIX       4  write      125    100126425088     16777216     20.6738     20.7003  [198]
 X_POSIX       4  write      126    100931731456     16777216     20.8098     20.8505  [198]
 X_POSIX       4  write      127    101737037824     16777216     21.0949     21.1472  [198]
 X_POSIX       4  write      128    102542344192     16777216     21.1573     21.1950  [198]
 X_POSIX       4  write      129    103347650560     16777216     21.3048     21.3382  [198]
 X_POSIX       4  write      130    104152956928     16777216     21.3616     21.3909  [198]
 X_POSIX       4  write      131    104958263296     16777216     21.5201     21.5561  [198]
 X_POSIX       4  write      132    105763569664     16777216     21.5767     21.6205  [198]
 X_POSIX       4  write      133    106568876032     16777216     21.6971     21.7257  [198]
 X_POSIX       4  write      134    107374182400     16777216     22.0742     22.1054  [198]
 X_POSIX       4  write      135    108179488768     16777216     22.1829     22.2339  [198]
 X_POSIX       4  write      136    108984795136     16777216     22.2994     22.3392  [198]
 X_POSIX       4  write      137    109790101504     16777216     22.4117     22.4696  [198]
 X_POSIX       4  write      138    110595407872     16777216     22.5123     22.5772  [198]
 X_POSIX       4  write      139    111400714240     16777216     22.6143     22.6800  [198]
 X_POSIX       4  write      140    112206020608     16777216     22.7124     22.7532  [198]
 X_POSIX       4  write      141    113011326976     16777216     22.8246     22.8783  [198]
 X_POSIX       4  write      142    113816633344     16777216     22.9228     22.9724  [198]
 X_POSIX       4  write      143    114621939712     16777216     23.0089     23.0557  [198]
 X_POSIX       4  write      144             800           40     23.6726     23.7309  [204]

# DXT, file_id: 3488565796830679193, file_name: /global/cscratch1/sd/asim/ssurf/s16/sim_phi00.hdf5
# DXT, rank: 5, hostname: nid00608
# DXT, write_count: 144, read_count: 0
# DXT, mnt_pt: /global/cscratch1, fs_type: lustre
# DXT, Lustre stripe_size: 16777216, Lustre stripe_count: 48
# DXT, Lustre OST obdidx: 204 230 66 132 52 146 214 86 200 176 24 16 6 224 76 90 198 190 112 114 58 78 102 74 32 68 36 48 208 30 194 238 182 126 96 28 142 188 34 44 22 164 54 140 92 110 20 156
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)  [OST]
 X_POSIX       5  write        0       335544320     16777216      7.6654      7.7046  [ 58]
 X_POSIX       5  write        1      1140850688     16777216      7.7983      7.8220  [ 58]
 X_POSIX       5  write        2      1946157056     16777216      8.1419      8.1880  [ 58]
 X_POSIX       5  write        3      2751463424     16777216      8.2478      8.3062  [ 58]
 X_POSIX       5  write        4      3556769792     16777216      8.3492      8.3935  [ 58]
 X_POSIX       5  write        5      4362076160     16777216      8.4329      8.4766  [ 58]
 X_POSIX       5  write        6      5167382528     16777216      8.5104      8.5465  [ 58]
 X_POSIX       5  write        7      5972688896     16777216      8.6246      8.6507  [ 58]
 X_POSIX       5  write        8      6777995264     16777216      8.7217      8.7489  [ 58]
 X_POSIX       5  write        9      7583301632     16777216      8.8249      8.8741  [ 58]
 X_POSIX       5  write       10      8388608000     13370568      8.8861      8.9012  [ 58]
 X_POSIX       5  write       11      9193914368     16777216      9.9079      9.9301  [ 58]
 X_POSIX       5  write       12      9999220736     16777216      9.9989     10.0194  [ 58]
 X_POSIX       5  write       13     10804527104     16777216     10.1083     10.1285  [ 58]
 X_POSIX       5  write       14     11609833472     16777216     10.2033     10.2252  [ 58]
 X_POSIX       5  write       15     12415139840     16777216     10.2861     10.3133  [ 58]
 X_POSIX       5  write       16     13220446208     16777216     10.3683     10.3954  [ 58]
 X_POSIX       5  write       17     14025752576     16777216     10.4497     10.4871  [ 58]
 X_POSIX       5  write       18     14831058944     16777216     10.5155     10.5334  [ 58]
 X_POSIX       5  write       19     15636365312     16777216     10.5669     10.6183  [ 58]
 X_POSIX       5  write       20     16441671680     16777216     10.7177     10.7565  [ 58]
 X_POSIX       5  write       21     17246978048     16777216     10.8049     10.8342  [ 58]
 X_POSIX       5  write       22     18052284416     16777216     10.8666     10.8892  [ 58]
 X_POSIX       5  write       23     18857590784     16777216     10.9614     10.9788  [ 58]
 X_POSIX       5  write       24     19662897152     16777216     11.1255     11.1501  [ 58]
 X_POSIX       5  write       25     20468203520     16777216     11.2169     11.2449  [ 58]
 X_POSIX       5  write       26     21273509888     16777216     11.2976     11.3354  [ 58]
 X_POSIX       5  write       27     22078816256     16777216     11.3787     11.3992  [ 58]
 X_POSIX       5  write       28     22884122624     16777216     11.4532     11.4844  [ 58]
 X_POSIX       5  write       29     23689428992     16777216     11.5536     11.5875  [ 58]
 X_POSIX       5  write       30     24494735360     16777216     11.6002     11.6213  [ 58]
 X_POSIX       5  write       31     25300041728     16777216     11.7386     11.7888  [ 58]
 X_POSIX       5  write       32     26105348096     16777216     11.7952     11.8245  [ 58]
 X_POSIX       5  write       33     26910654464     16777216     11.8951     11.9219  [ 58]
 X_POSIX       5  write       34     27715960832     16777216     12.0166     12.0520  [ 58]
 X_POSIX       5  write       35     28521267200     16777216     12.1028     12.1566  [ 58]
 X_POSIX       5  write       36     29326573568     16777216     12.1955     12.2284  [ 58]
 X_POSIX       5  write       37     30131879936     16777216     12.2374     12.2709  [ 58]
 X_POSIX       5  write       38     30937186304     16777216     12.3515     12.3825  [ 58]
 X_POSIX       5  write       39     31742492672     16777216     12.4484     12.4859  [ 58]
 X_POSIX       5  write       40     32547799040     16777216     12.5391     12.5659  [ 58]
 X_POSIX       5  write       41     33353105408     16777216     12.6838     12.7011  [ 58]
 X_POSIX       5  write       42     34158411776     16777216     12.7981     12.8195  [ 58]
 X_POSIX       5  write       43     34963718144     16777216     12.8381     12.8617  [ 58]
 X_POSIX       5  write       44     35769024512     16777216     12.9964     13.0203  [ 58]
 X_POSIX       5  write       45     36574330880     16777216     13.1658     13.1957  [ 58]
 X_POSIX       5  write       46     37379637248     16777216     13.2536     13.2888  [ 58]
 X_POSIX       5  write       47     38184943616     16777216     13.3545     13.3889  [ 58]
 X_POSIX       5  write       48     38990249984     16777216     13.4361     13.4543  [ 58]
 X_POSIX       5  write       49     39795556352     16777216     13.5052     13.5290  [ 58]
 X_POSIX       5  write       50     40600862720     16777216     13.5438     13.5660  [ 58]
 X_POSIX       5  write       51     41406169088     16777216     13.6288     13.6719  [ 58]
 X_POSIX       5  write       52     42211475456     16777216     13.7293     13.7761  [ 58]
 X_POSIX       5  write       53     43016781824     16777216     13.8680     13.8939  [ 58]
 X_POSIX       5  write       54     43822088192     16777216     13.9367     13.9586  [ 58]
 X_POSIX       5  write       55     44627394560     16777216     13.9957     14.0266  [ 58]
 X_POSIX       5  write       56     45432700928     16777216     14.0597     14.0975  [ 58]
 X_POSIX       5  write       57     46238007296     16777216     14.1754     14.2081  [ 58]
 X_POSIX       5  write       58     47043313664     16777216     14.2639     14.3108  [ 58]
 X_POSIX       5  write       59     47848620032     16777216     14.3698     14.3905  [ 58]
 X_POSIX       5  write       60     48653926400     16777216     14.4419     14.4633  [ 58]
 X_POSIX       5  write       61     49459232768     16777216     14.5325     14.5706  [ 58]
 X_POSIX       5  write       62     50264539136     16777216     14.6092     14.6314  [ 58]
 X_POSIX       5  write       63     51069845504     16777216     14.6733     14.7082  [ 58]
 X_POSIX       5  write       64     51875151872     16777216     14.7216     14.7554  [ 58]
 X_POSIX       5  write       65     52680458240     16777216     14.8059     14.8337  [ 58]
 X_POSIX       5  write       66     53485764608     16777216     14.9392     14.9677  [ 58]
 X_POSIX       5  write       67     54291070976     16777216     15.0204     15.0434  [ 58]
 X_POSIX       5  write       68     55096377344     16777216     15.0876     15.1253  [ 58]
 X_POSIX       5  write       69     55901683712     16777216     15.2165     15.2426  [ 58]
 X_POSIX       5  write       70     56706990080     16777216     15.2585     15.2815  [ 58]
 X_POSIX       5  write       71     57512296448     16777216     15.3278     15.3464  [ 58]
 X_POSIX       5  write       72     58317602816     16777216     15.5163     15.5432  [ 58]
 X_POSIX       5  write       73     59122909184     16777216     15.6429     15.6842  [ 58]
 X_POSIX       5  write       74     59928215552     16777216     15.7207     15.7503  [ 58]
 X_POSIX       5  write       75     60733521920     16777216     15.7698     15.7936  [ 58]
 X_POSIX       5  write       76     61538828288     16777216     15.9193     15.9402  [ 58]
 X_POSIX       5  write       77     62344134656     16777216     16.0093     16.0362  [ 58]
 X_POSIX       5  write       78     63149441024     16777216     16.0645     16.0979  [ 58]
 X_POSIX       5  write       79     63954747392     16777216     16.1146     16.1431  [ 58]
 X_POSIX       5  write       80     64760053760     16777216     16.2622     16.3041  [ 58]
 X_POSIX       5  write       81     65565360128     16777216     16.3700     16.3918  [ 58]
 X_POSIX       5  write       82     66370666496     16777216     16.4627     16.4934  [ 58]
 X_POSIX       5  write       83     67175972864     16777216     16.5713     16.5934  [ 58]
 X_POSIX       5  write       84     67981279232     16777216     16.6074     16.6398  [ 58]
 X_POSIX       5  write       85     68786585600     16777216     16.6503     16.6786  [ 58]
 X_POSIX       5  write       86     69591891968     16777216     16.7334     16.7625  [ 58]
 X_POSIX       5  write       87     70397198336     16777216     16.7976     16.8240  [ 58]
 X_POSIX       5  write       88     71202504704     16777216     16.9528     16.9898  [ 58]
 X_POSIX       5  write       89     72007811072     16777216     17.0414     17.0830  [ 58]
 X_POSIX       5  write       90     72813117440     16777216     17.1164     17.1400  [ 58]
 X_POSIX       5  write       91     73618423808     16777216     17.1502     17.1755  [ 58]
 X_POSIX       5  write       92     74423730176     16777216     17.2756     17.3192  [ 58]
 X_POSIX       5  write       93     75229036544     16777216     17.3439     17.3710  [ 58]
 X_POSIX       5  write       94     76034342912     16777216     17.4740     17.5080  [ 58]
 X_POSIX       5  write       95     76839649280     16777216     17.5354     17.5728  [ 58]
